ids,ATScore,OverallScore
1668,89,88.35
1669,89,89.45
1670,92,89.67
1671,96,84.23
1672,85,81.51
1673,66,65.6
1674,89,84.43
1675,89,86.05
1676,93,89.75
1677,92,94.31
1678,96,96.21
1679,89,88.48
1680,96,87.29
1681,74,80.04
1682,93,86.94
1683,97,89.68
1684,97,90.17
1685,81,71.28
1686,89,84.14
1687,77,83.4
1688,89,83.38
1689,77,79.42
1690,85,78.4
1691,85,83.6
1692,100,90.24
1693,85,88.99
1694,89,79.05
1695,89,88.91
1696,82,83.4
1697,100,91.3
1698,100,94.3
1699,81,85.4
1700,89,85.01
1701,74,75.02
1702,100,84.02
1703,92,90.49
1704,100,89.74
1705,96,86.66
1706,81,62.05
1707,85,86.72
1708,89,85.53
1709,82,83.74
1710,96,89.65
1711,81,82.54
1712,89,73.97
1713,100,94.37
1714,89,91.67
1715,96,89.91
1716,78,81.51
1717,89,86.61
1718,92,91.77
1719,96,92.26
1720,85,87.08
1721,66,69.58
1722,66,70.63
1723,96,79.95
1724,85,77.92
1725,100,78.77
1726,96,79.55
1727,81,76.75
1728,89,91.5
1729,82,76.67
1730,93,85.44
1731,100,90.19
1732,85,79.63
1733,92,89
1734,69,74.81
1735,89,90.04
1736,85,79.67
1737,89,91.77
1738,89,85.56
1739,97,97.66
1740,96,84.5
1741,85,82.16
1742,100,91.05
1743,85,84.97
1744,82,87.14
1745,93,94.21
1746,62,70.71
1747,96,92.91
1748,93,93.31
1749,77,81.25
1750,100,81.6
1751,89,80.73
1752,88,80.19
1753,93,83.12
1754,96,91.31
1755,97,95.18
1756,100,91.47
1757,85,82.24
1758,89,91.68
1759,100,91.7
1760,93,93.96
1761,100,90.24
1762,100,94.46
1763,81,84.17
1764,100,93.86
1765,66,65.49
1766,92,93.58
1767,85,80.43
1768,100,95.36
1769,92,81.45
1770,100,88.48
1771,96,90.84
1772,69,71.93
1773,85,89.32
1774,90,88.04
1775,100,88.53
1776,100,97.29
1777,96,87.69
1778,97,90.93
1779,90,82.55
1780,88,77.02
1781,100,99.02
1782,85,89.35
1783,89,78.82
1784,81,81.61
1785,100,94.9
1786,89,90.87
1787,100,78.97
1788,81,83.83
1789,100,91.43
1790,100,95.33
1791,89,88.3
1792,77,77.65
1793,100,95.63
1794,85,78.39
1795,81,85.31
1796,89,90.65
1797,85,82.06
1798,93,93.72
1799,93,90.12
1800,100,82.85
1801,89,84.95
1802,89,81.83
1803,96,96.34
1804,93,76.23
1805,77,75.93
1806,92,80.27
1807,78,64.63
1808,74,81.45
1809,89,78.55
1810,78,75.87
1811,92,85.85
1812,97,84.58
1813,88,82.91
1814,85,87.24
1815,97,91.23
1816,87,80.02
1817,89,74.2
1818,85,83.84
1819,92,83.28
1820,100,91.78
1821,85,87.14
1822,81,78.83
1823,66,63.42
1824,89,88.3
1825,85,88.9
1826,96,84.34
1827,66,75.67
1828,96,95.32
1829,94,82.43
1830,70,26.17
1831,89,88.06
1832,96,94.54
1833,100,92.9
1834,89,88.88
1835,65,73.28
1836,92,89.91
1837,89,84.96
1838,89,79.2
1839,93,93.26
1840,96,92.02
1841,89,82.7
1842,85,83.92
1843,93,83.47
1844,85,88.97
1845,96,92.96
1846,97,83.76
1847,100,91.43
1848,93,83.93
1849,89,82.64
1850,70,78.48
1851,96,95.9
1852,96,95.75
1853,93,90.97
1854,96,93.5
1855,85,83.75
1856,96,91.29
1857,100,98.91
1858,100,92.74
1859,100,90.63
1860,81,82.94
1861,82,76.4
1862,86,88.6
1863,100,87.61
1864,100,98.93
1865,92,78.12
1866,89,83.24
1867,89,88.19
1868,81,81.1
1869,96,97.02
1870,93,80.68
1871,93,93.05
1872,96,90.67
1873,89,87.27
1874,93,90.79
1875,88,88.62
1876,74,76.27
1877,100,80.37
1878,85,82.1
1879,96,85.36
1880,93,88.14
1881,100,94.64
1882,100,89.15
1883,82,84.66
1884,86,86.82
1885,92,87.79
1886,90,68.74
1887,87,72.67
1888,85,86.35
1889,81,85.3
1890,100,86.99
1891,96,95.9
1892,89,86.42
1893,100,80.63
1894,96,88.88
1895,66,74.37
1896,89,88.27
1897,97,89.56
1898,92,83.08
1899,85,88.62
1900,100,96.95
1901,89,91.06
1902,78,78.45
1903,85,83.63
1904,77,81.13
1905,70,76.44
1906,97,96.49
1907,81,82.91
1908,85,79.74
1909,89,92.13
1910,96,80.9
1911,85,87.25
1912,85,87.58
1913,100,86.35
1914,100,88.04
1915,85,88.8
1916,89,86.83
1917,77,80
1918,89,83.27
1919,93,89.78
1920,55,59.23
1921,100,92.79
1922,97,90.37
1923,93,81.45
1924,97,87.24
1925,89,79.88
1926,89,77.93
1927,100,88.94
1928,100,86.48
1929,62,65.49
1930,89,91.38
1931,89,82.99
1932,89,80.43
1933,77,81.18
1934,89,90.87
1935,96,89.02
1936,93,82.97
1937,85,81.16
1938,89,82.25
1939,100,88.24
1940,100,97.53
1941,89,62.74
1942,89,79.65
1943,89,75.07
1944,82,76.84
1945,89,83.44
1946,85,88.01
1947,90,74.64
1948,100,78.99
1949,100,94.3
1950,100,92.5
1951,78,81.98
1952,85,80.31
1953,85,76.96
1954,85,89.17
1955,89,90.14
1956,92,82.03
1957,81,83.24
1958,81,80.96
1959,89,83.66
1960,85,79.72
1961,89,90.8
1962,89,89.12
1963,96,91.67
1964,70,72.37
1965,81,85.51
1966,81,77.93
1967,96,87.11
1968,81,82.09
1969,92,86.45
1970,93,93
1971,89,82.79
1972,89,90.85
1973,96,97.12
1974,93,90.88
1975,40,55
1976,89,84.41
1977,100,91.44
1978,89,79.47
1979,100,88.75
1980,86,85.79
1981,92,78.54
1982,100,93.89
1983,89,88.78
1984,92,92.92
1985,96,87
1986,94,79.36
1987,93,75.97
1988,85,77.86
1989,89,90.68
1990,85,85.54
1991,85,88.83
1992,81,86.43
1993,81,75.53
1994,93,81.97
1995,89,79.92
1996,70,68.7
1997,81,78.82
1998,89,81.76
1999,78,68.87
2000,86,86.7
2001,96,96.55
2002,96,91.45
2003,96,90.84
2004,85,72.93
2005,89,81.56
2006,81,73.19
2007,89,85.57
2008,85,74.39
2009,85,88.65
2010,96,82.7
2011,90,92.28
2012,81,85.89
2013,100,97.09
2014,89,78.01
2015,81,81
2016,85,86.38
2017,85,86.41
2018,58,67.92
2019,88,83.59
2020,85,89.38
2021,81,76.26
2022,97,96.3
2023,85,87.24
2024,89,91.64
2025,66,57.71
2026,89,82.54
2027,93,89.67
2028,100,85.97
2029,89,81
2030,85,84.49
2031,96,96.15
2032,100,91.28
2033,89,78.43
2034,73,79.51
2035,89,82.98
2036,84,84.37
2037,89,84.37
2038,78,72.67
2039,93,87.79
2040,97,80.07
2041,89,85.05
2042,85,82.42
2043,44,57.03
2044,85,86.88
2045,92,78.71
2046,81,79.59
2047,85,84.78
2048,93,89.73
2049,89,71.06
2050,89,78.98
2051,89,79.48
2052,85,81.38
2053,85,86.66
2054,85,88.89
2055,89,73.49
2056,89,73.82
2057,81,79.95
2058,82,85.71
2059,24,45.79
2060,88,89.17
2061,90,90.96
2062,96,87.96
2063,90,82.3
2064,85,83.72
2065,85,83.92
2066,89,90.02
2067,89,77.76
2068,89,80.58
2069,89,90.52
2070,89,82.81
2071,89,90.02
2072,89,91.03
2073,92,84.92
2074,70,73.57
2075,89,81.51
2076,81,81.75
2077,89,87.08
2078,89,88.56
2079,88,86.26
2080,92,84.45
2081,93,91.86
2082,93,90.4
2083,96,76.15
2084,89,90.5
2085,81,81.84
2086,92,88.15
2087,89,83.41
2088,100,84.48
2089,93,89.24
2090,96,76.15
2091,89,84.44
2092,89,82.21
2093,77,75.77
2094,84,80.01
2095,85,86.13
2096,62,65.46
2097,85,82.12
2098,89,79.64
2099,74,79.62
2100,89,80.69
2101,89,90.73
2102,54,67.25
2103,96,90.8
2104,89,77.33
2105,89,89.34
2106,89,84.76
2107,89,83.71
2108,70,67.03
2109,100,84.18
2110,69,70.19
2111,100,98.98
2112,100,84.88
2113,92,86.61
2114,89,92.16
2115,81,86.34
2116,97,86.39
2117,89,81.12
2118,92,90.39
2119,96,88.96
2120,84,85.57
2121,89,73.86
2122,93,66.41
2123,89,81.15
2124,86,77.43
2125,89,87.2
2126,100,89.74
2127,89,88.18
2128,96,90.38
2129,96,86.6
2130,100,87.33
2131,85,83.14
2132,81,86.35
2133,97,82.44
2134,89,79.96
2135,81,70.82
2136,89,89.73
2137,93,84.77
2138,89,91.65
2139,100,86.07
2140,100,92.68
2141,90,91.13
2142,92,89.79
2143,86,85.65
2144,89,85.13
2145,81,76.02
2146,88,74.08
2147,89,81.09
2148,85,86.12
2149,89,90.26
2150,97,90.59
2151,93,90.21
2152,96,90.36
2153,85,86.47
2154,86,85.14
2155,82,78.63
2156,89,87.87
2157,96,81.7
2158,100,81.82
2159,96,94.39
2160,100,88.6
2161,89,82
2162,89,91.16
2163,74,81.02
2164,78,82.59
2165,70,77.61
2166,73,78.82
2167,77,77.04
2168,89,80.66
2169,100,89.54
2170,100,93.89
2171,85,88.44
2172,100,95.61
2173,93,78.84
2174,77,27.44
2175,66,66.43
2176,77,83.36
2177,92,86.39
2178,81,86.2
2179,89,89.74
2180,81,84.33
2181,69,73.7
2182,100,96.67
2183,86,89.99
2184,85,84.78
2185,77,78.52
2186,59,65.18
2187,85,83.76
2188,74,76.54
2189,100,86.63
2190,100,97.28
2191,89,85.72
2192,96,88.59
2193,96,93.14
2194,96,91.18
2195,78,77.33
2196,96,96.01
2197,89,83.48
2198,89,83.39
2199,100,91.38
2200,63,73.04
2201,89,83.74
2202,89,87.43
2203,89,89.13
2204,81,81.62
2205,96,87.65
2206,100,78.19
2207,100,95.5
2208,100,92.42
2209,89,86.99
2210,89,71.82
2211,93,92.13
2212,88,87.13
2213,85,84.58
2214,89,67.6
2215,96,79.85
2216,92,89.9
2217,65,70.84
2218,96,86.45
2219,93,87.22
2220,96,95.89
2221,88,79.42
2222,81,85.7
2223,85,81.43
2224,92,91.9
2225,81,83.95
2226,69,75.29
2227,89,91.25
2228,93,92.53
2229,85,87.45
2230,92,79.79
2231,66,71.78
2232,82,81.45
2233,100,90.52
2234,93,83.69
2235,85,86.09
2236,96,91.86
2237,100,90.85
2238,96,92.12
2239,93,95.04
2240,96,95.36
2241,75,78.6
2242,85,81.68
2243,96,84.3
2244,96,94.39
2245,100,94.66
2246,96,92.6
2247,100,96.51
2248,100,90.03
2249,85,79.2
2250,81,86.25
2251,70,74.7
2252,92,88.59
2253,89,78.74
2254,96,86.82
2255,89,90.81
2256,85,84.05
2257,66,67.73
2258,100,99.89
2259,92,85.01
2260,100,97.11
2261,89,85.78
2262,93,90.54
2263,85,84.27
2264,96,88.23
2265,100,84.45
2266,100,83.37
2267,97,89.13
2268,96,88.66
2269,96,96.44
2270,96,96.04
2271,100,82.48
2272,96,86.33
2273,100,85.42
2274,74,81.42
2275,93,86.34
2276,100,88.46
2277,89,91.79
2278,100,97.44
2279,73,75.8
2280,89,79.88
2281,96,97.13
2282,81,85.18
2283,100,89.92
2284,85,84.02
2285,88,87.68
2286,96,90.57
2287,89,81.68
2288,89,87.33
2289,96,90.67
2290,92,93.26
2291,96,96.48
2292,90,92.78
2293,100,97.71
2294,96,94.56
2295,100,79.77
2296,100,92.72
2297,97,86.92
2298,96,90.11
2299,74,80.34
2300,89,85.88
2301,96,97.11
2302,85,86.19
2303,85,83.03
2304,96,83.89
2305,97,94.32
2306,100,92.22
2307,89,88.2
2308,85,79.34
2309,92,92.99
2310,89,82.29
2311,93,88.29
2312,92,93.89
2313,100,94.92
2314,89,84.13
2315,100,97.5
2316,96,84.27
2317,77,80.83
2318,81,72.39
2319,100,91.12
2320,100,95.26
2321,81,77.19
2322,93,78.49
2323,81,78.36
2324,82,79.39
2325,93,85.3
2326,92,87.28
2327,89,87.99
2328,66,71.7
2329,77,81.22
2330,85,86.3
2331,100,98.11
2332,97,82.56
2333,100,76.87
2334,85,83.17
2335,89,89.7
2336,89,91.1
2337,88,89.41
2338,89,86.42
2339,85,66.38
2340,85,88.9
2341,100,98.04
2342,85,84.21
2343,89,90.83
2344,89,80.13
2345,85,84.73
2346,89,90.44
2347,79,85.06
2348,89,82.78
2349,96,74.92
2350,100,97.03
2351,100,97.89
2352,96,86.8
2353,73,73.74
2354,89,77.94
2355,92,92.99
2356,89,91.85
2357,74,68.88
2358,96,85.79
2359,89,81.85
2360,100,85.75
2361,89,91.79
2362,69,78.05
2363,100,97.46
2364,93,90.15
2365,93,81.83
2366,96,94.77
2367,96,93.15
2368,96,89.01
2369,81,86.17
2370,100,97.53
2371,100,78.39
2372,89,85.11
2373,96,94.62
2374,82,76.33
2375,81,82.78
2376,89,88.46
2377,86,82.22
2378,86,83.69
2379,93,91.68
2380,93,87.44
2381,89,86.9
2382,74,74.77
2383,89,92.09
2384,85,77.05
2385,73,79.76
2386,96,72.7
2387,93,90.38
2388,93,84.26
2389,81,84.42
2390,100,91.91
2391,93,94.53
2392,96,86.11
2393,96,80.99
2394,100,91.07
2395,82,85.59
2396,70,75.02
2397,81,68.94
2398,89,87.71
2399,89,88.97
2400,89,89.83
2401,89,87.68
2402,40,17.53
2403,92,87.33
2404,100,94.59
2405,100,90.99
2406,100,80.85
2407,100,99.42
2408,89,89.02
2409,100,96.08
2410,85,78.12
2411,89,84.79
2412,96,94.7
2413,75,73.06
2414,93,85.36
2415,89,87.65
2416,66,74.29
2417,77,74.33
2418,96,83.07
2419,96,95.11
2420,92,88.44
2421,93,82.85
2422,96,97.12
2423,92,92.12
2424,89,91.53
2425,85,80.25
2426,88,91.24
2427,92,90.43
2428,67,69.04
2429,74,80.88
2430,97,96.88
2431,89,90.54
2432,100,91.37
2433,100,95.29
2434,69,76.23
2435,77,82.63
2436,89,87.93
2437,100,84.13
2438,58,69.55
2439,78,80.98
2440,69,76.9
2441,100,80.13
2442,100,94.11
2443,85,86.47
2444,89,86.29
2445,96,97.09
2446,100,94.02
2447,86,79.81
2448,89,91.74
2449,92,93.66
2450,93,90.38
2451,93,92.02
2452,89,91.53
2453,100,89.63
2454,96,90.85
2455,93,86.44
2456,96,91.92
2457,44,55.19
2458,100,94.93
2459,70,78.75
2460,88,87.66
2461,85,73.99
2462,66,75.93
2463,70,75.99
2464,81,80.14
2465,89,86.58
2466,93,89.47
2467,100,89.57
2468,100,87.2
2469,74,77.79
2470,96,89.35
2471,92,91.15
2472,97,95.12
2473,100,93.93
2474,89,87.81
2475,89,85.27
2476,71,62.34
2477,81,79.32
2478,85,87.41
2479,89,81.92
2480,78,84.11
2481,100,91.93
2482,96,90.03
2483,81,77.81
2484,71,61.93
2485,96,93.47
2486,88,90.76
2487,89,88.1
2488,89,83.58
2489,92,81.82
2490,74,80.16
2491,96,88.1
2492,100,92.78
2493,93,91.75
2494,96,91.77
2495,96,93.75
2496,100,97.24
2497,85,79.63
2498,62,71.71
2499,82,82.58
2500,78,76.7
2501,82,80.52
2502,81,72.12
2503,100,98.91
2504,85,89.18
2505,100,94.79
2506,96,84.01
2507,77,82.05
2508,81,78.99
2509,89,77.92
2510,100,80.88
2511,81,86.55
2512,100,86.85
2513,85,87.03
2514,89,81.6
2515,84,86.72
2516,85,80.83
2517,89,87.25
2518,85,86.6
2519,81,78.03
2520,93,76.61
2521,92,90.54
2522,84,82.08
2523,69,70.13
2524,89,84.4
2525,89,89.38
2526,89,77.15
2527,77,82.61
2528,81,86.03
2529,77,78.09
2530,89,86.11
2531,100,80.88
2532,93,91.07
2533,82,86.33
2534,65,64.81
2535,100,96.54
2536,100,87.98
2537,69,68.91
2538,88,84.38
2539,100,85.57
2540,92,80.79
2541,89,86.99
2542,89,71
2543,85,88.81
2544,77,81.95
2545,89,89.54
2546,89,85.3
2547,100,82.9
2548,97,77.04
2549,93,78.53
2550,100,85.64
2551,89,77.21
2552,96,84
2553,85,83.15
2554,93,73.97
2555,78,77.2
2556,96,91.04
2557,96,88.85
2558,88,85.88
2559,81,73.88
2560,50,64.64
2561,89,77.2
2562,74,78.77
2563,78,84.34
2564,81,85.89
2565,92,92.97
2566,89,89.48
2567,89,92.08
2568,92,86.64
2569,97,81.59
2570,74,76.16
2571,81,65.36
2572,85,86.17
2573,100,90.31
2574,96,82.5
2575,67,72.74
2576,85,82.74
2577,89,86.27
2578,81,84.53
2579,77,79.56
2580,78,82.91
2581,89,90.72
2582,89,90.21
2583,70,74.84
2584,92,86.49
2585,89,56.87
2586,100,93.11
2587,97,97.68
2588,100,92.43
2589,100,92.66
2590,93,95.05
2591,85,89.13
2592,89,81.81
2593,96,92.76
2594,78,81.65
2595,81,84.12
2596,85,80.39
2597,89,88.79
2598,89,82.24
2599,97,94.51
2600,96,87
2601,100,93.78
2602,75,77.69
2603,88,90.49
2604,96,95.74
2605,93,80.59
2606,97,90.46
2607,85,77.56
2608,69,76.38
2609,89,79.12
2610,78,83.04
2611,89,85.97
2612,100,97.84
2613,100,84.96
2614,92,86.31
2615,92,77.88
2616,100,87.49
2617,44,52.81
2618,100,81.12
2619,92,91.96
2620,100,93.28
2621,90,85.74
2622,89,82.86
2623,93,91.53
2624,81,84.22
2625,89,89.39
2626,82,28.15
2627,81,74.19
2628,100,93.81
2629,96,82.99
2630,86,88.06
2631,77,80.64
2632,100,84.31
2633,74,81.13
2634,89,91.27
2635,100,86.89
2636,89,89.87
2637,96,80.95
2638,88,85.58
2639,100,83.15
2640,51,65.07
2641,86,84.77
2642,96,92.74
2643,97,96.71
2644,96,95.38
2645,97,78.68
2646,92,92.24
2647,89,80.33
2648,89,86.76
2649,82,62.29
2650,100,91.71
2651,89,84.73
2652,100,87.58
2653,82,75.73
2654,63,73.83
2655,96,86
2656,93,81.59
2657,92,91.46
2658,89,90.29
2659,92,92.15
2660,100,86.24
2661,100,99.55
2662,97,95.35
2663,93,93.56
2664,74,80.86
2665,100,96.77
2666,89,83.47
2667,85,85.38
2668,96,93.46
2669,89,88.74
2670,82,83.43
2671,96,88.59
2672,96,95.37
2673,92,92.61
2674,73,78.09
2675,89,91.1
2676,86,87.21
2677,97,96.6
2678,81,84.08
2679,84,80.98
2680,85,89.11
2681,96,95.32
2682,100,90.44
2683,96,95.36
2684,92,94.34
2685,78,79.69
2686,75,77.11
2687,96,88.86
2688,89,83.71
2689,96,77.88
2690,88,74.22
2691,100,99.71
2692,82,77.56
2693,63,70.81
2694,84,84.88
2695,100,78.89
2696,81,83.94
2697,89,89.48
2698,92,88.22
2699,92,86.36
2700,90,87.88
2701,94,91.69
2702,74,79.18
2703,86,88.37
2704,86,83.9
2705,96,73.67
2706,96,86.15
2707,75,76.76
2708,89,88.59
2709,96,83.89
2710,81,73.67
2711,89,75.07
2712,100,100
2713,85,86.37
2714,96,85.91
2715,97,91.25
2716,86,85.49
2717,65,73.04
2718,89,91.17
2719,92,93.32
2720,96,97.17
2721,89,83.21
2722,89,84.9
2723,93,94.41
2724,89,86.84
2725,100,81.15
2726,89,91.12
2727,77,82.37
2728,78,79.54
2729,81,83.78
2730,77,78.16
2731,85,86.19
2732,89,85.11
2733,90,88.68
2734,100,98.12
2735,96,92.74
2736,93,79.34
2737,89,87.1
2738,89,80.9
2739,89,87.73
2740,96,96.66
2741,77,83.73
2742,96,92.93
2743,89,71.89
2744,89,83.55
2745,89,82.47
2746,76,82.68
2747,94,73.92
2748,82,78.53
2749,90,88.92
2750,75,79.51
2751,80,85.59
2752,86,86.54
2753,93,89.09
2754,96,95.32
2755,93,86.14
2756,100,79.94
2757,89,83.76
2758,70,76.84
2759,96,90.98
2760,100,98.23
2761,96,91.4
2762,82,86.21
2763,78,78.45
2764,74,80.64
2765,89,90.04
2766,93,90.69
2767,92,83.55
2768,89,91.97
2769,89,83.92
2770,82,86.56
2771,74,67.31
2772,73,80.69
2773,92,92.64
2774,92,91.98
2775,97,97.69
2776,96,92.15
2777,70,72.38
2778,85,84.62
2779,82,66.86
2780,89,90.12
2781,89,79.87
2782,89,81.09
2783,89,82.11
2784,97,84.9
2785,100,95.46
2786,74,73.27
2787,77,80.47
2788,100,97.62
2789,89,84.58
2790,81,65.76
2791,85,85.23
2792,89,87.77
2793,84,85.77
2794,96,91.44
2795,81,81.86
2796,89,87.55
2797,89,86.35
2798,85,88.48
2799,92,83.29
2800,97,94.2
2801,89,80.04
2802,92,88.16
2803,85,85.52
2804,70,76.74
2805,96,97.16
2806,93,89.32
2807,100,98.18
2808,85,89.25
2809,79,81.75
2810,92,83.61
2811,96,83.81
2812,100,96.98
2813,89,81.31
2814,89,79.65
2815,100,89.65
2816,85,87.7
2817,77,72.46
2818,85,89.13
2819,89,90.24
2820,96,94.07
2821,89,76.38
2822,78,80.34
2823,77,78.92
2824,86,89.61
2825,63,71.72
2826,92,85.81
2827,100,90.9
2828,69,76.36
2829,97,81.76
2830,93,93.11
2831,85,89.24
2832,89,83.15
2833,55,66.37
2834,93,92.7
2835,96,86.37
2836,100,94.07
2837,89,91.86
2838,92,94.34
2839,62,72.53
2840,93,89.86
2841,81,69.9
2842,100,97.46
2843,85,85.4
2844,82,78.23
2845,89,91.22
2846,100,92.63
2847,78,74.18
2848,92,88.19
2849,96,91.94
2850,96,94.28
2851,69,76.24
2852,89,91.28
2853,96,77.29
2854,89,67.15
2855,78,80.06
2856,89,83.12
2857,96,92.8
2858,85,85.68
2859,92,93.32
2860,92,81.3
2861,96,80.39
2862,96,84.35
2863,92,92.13
2864,92,69.3
2865,85,89.15
2866,92,89.74
2867,89,89.66
2868,97,95.22
2869,81,83.29
2870,89,88.33
2871,89,86.34
2872,100,92.25
2873,89,92.21
2874,77,79.48
2875,77,79.5
2876,89,91.21
2877,89,91.09
2878,93,84.72
2879,96,87.06
2880,96,91.66
2881,85,79.46
2882,93,94.03
2883,88,88.88
2884,100,71.71
2885,89,87.07
2886,85,81.6
2887,100,87.91
2888,96,85.23
2889,55,67.2
2890,100,79.86
2891,100,90.42
2892,89,86.89
2893,70,73.51
2894,81,80.88
2895,100,88.04
2896,96,94.97
2897,96,87.5
2898,96,91.96
2899,96,91.84
2900,89,91.08
2901,58,69.19
2902,89,91.88
2903,100,82.82
2904,93,86.14
2905,89,70.03
2906,100,86.09
2907,89,91.3
2908,96,93.98
2909,74,75.53
2910,89,89.93
2911,100,85.08
2912,96,85.07
2913,89,78.56
2914,92,87.68
2915,62,60.1
2916,93,92.66
2917,78,75.09
2918,82,86.3
2919,88,89.77
2920,89,88.22
2921,100,90
2922,100,80.3
2923,78,84.44
2924,63,68.01
2925,96,97.15
2926,100,87.31
2927,92,94.17
2928,85,79.58
2929,97,92.65
2930,100,95.96
2931,100,100
2932,96,86.6
2933,96,92.52
2934,82,86.44
2935,92,92.27
2936,100,88.36
2937,89,84.92
2938,89,79.33
2939,100,87.84
2940,96,91.99
2941,92,90.97
2942,89,88.04
2943,62,24.35
2944,89,82.7
2945,96,94.31
2946,85,86.96
2947,85,87.79
2948,85,83.7
2949,70,77.94
2950,74,79.5
2951,81,85.43
2952,89,91.99
2953,85,84.32
2954,96,86.64
2955,92,73.9
2956,93,94.24
2957,89,86.21
2958,85,88.56
2959,92,88.25
2960,89,90.17
2961,96,84.24
2962,89,83.53
2963,96,90.03
2964,93,91.21
2965,85,87.07
2966,86,86.14
2967,89,91.6
2968,89,78.85
2969,85,86.66
2970,88,82.98
2971,89,91.99
2972,93,94.79
2973,96,92.19
2974,81,84.83
2975,92,90.78
2976,89,90.16
2977,85,75.54
2978,100,85.15
2979,85,84.12
2980,59,68.73
2981,93,90.51
2982,92,81.43
2983,100,97.73
2984,93,89.86
2985,81,83.91
2986,92,94.07
2987,82,81.58
2988,77,76.65
2989,100,97.61
2990,96,93.31
2991,77,76.85
2992,81,85.64
2993,96,93.82
2994,96,95.69
2995,73,78.4
2996,86,89.63
2997,89,89.69
2998,93,94.55
2999,82,83.32
3000,89,83.86
3001,93,86.92
3002,85,89.24
3003,89,86.64
3004,89,92.18
3005,58,68.37
3006,85,83.2
3007,81,85.89
3008,92,85.51
3009,100,92.3
3010,74,63.45
3011,70,67.42
3012,89,88.22
3013,85,87.77
3014,51,64.53
3015,96,82.31
3016,69,74.65
3017,89,91.45
3018,100,92.46
3019,82,77.42
3020,100,96.16
3021,89,85.9
3022,81,83.98
3023,96,88.6
3024,66,73.77
3025,89,89.62
3026,96,91.9
3027,93,92.74
3028,96,93.66
3029,89,86.8
3030,89,81.99
3031,67,76.55
3032,92,82.08
3033,73,78.54
3034,85,86.87
3035,85,87.86
3036,96,87.3
3037,96,89.34
3038,89,86.51
3039,96,91.52
3040,89,86.48
3041,100,91.48
3042,92,89.88
3043,85,28.49
3044,70,76.53
3045,78,83.94
3046,93,90.66
3047,70,71.06
3048,93,90.73
3049,78,77.43
3050,89,86.5
3051,66,75.84
3052,81,83.94
3053,85,83.11
3054,96,89.13
3055,85,84.03
3056,89,81.57
3057,96,92.89
3058,86,89.4
3059,93,93.36
3060,89,90.98
3061,96,92.8
3062,90,88.12
3063,89,90.89
3064,92,92.98
3065,96,88.49
3066,89,85.1
3067,81,84.18
3068,89,28.86
3069,74,80.86
3070,81,86.3
3071,96,93.98
3072,81,79.53
3073,89,91.2
3074,85,86.96
3075,93,95.04
3076,89,88.73
3077,85,79.48
3078,96,90.78
3079,85,88.94
3080,89,89.48
3081,100,88.19
3082,96,96.31
3083,73,76.91
3084,89,90.58
3085,97,89.64
3086,100,97.89
3087,96,91.77
3088,97,90.27
3089,96,90.71
3090,70,77.91
3091,81,86.1
3092,85,85.19
3093,52,65.64
3094,85,89.38
3095,44,54.21
3096,73,78.47
3097,89,85.46
3098,70,75.44
3099,86,83.88
3100,100,100
3101,81,77.79
3102,89,76.94
3103,85,88.14
3104,82,86.47
3105,96,92.6
3106,89,89.83
3107,92,89.41
3108,70,78.43
3109,93,82.05
3110,81,84.47
3111,89,90.58
3112,85,88.08
3113,89,85.94
3114,88,85.94
3115,96,87.56
3116,96,96.37
3117,89,90.06
3118,89,90.72
3119,96,88.6
3120,96,74.66
3121,89,92.02
3122,96,88.94
3123,100,88.69
3124,89,79.43
3125,96,96.63
3126,100,86.72
3127,81,83.72
3128,89,86.69
3129,85,85.52
3130,100,89.61
3131,81,77.27
3132,81,85.63
3133,96,93.72
3134,81,76.75
3135,89,79.92
3136,85,87.87
3137,89,89.36
3138,96,89.39
3139,62,64.71
3140,81,73.55
3141,89,91.56
3142,70,73.2
3143,89,90.58
3144,89,82.27
3145,77,83.35
3146,100,96.13
3147,85,80.43
3148,100,87.62
3149,81,79
3150,78,82.61
3151,82,80.49
3152,85,82.45
3153,89,82.29
3154,89,83.63
3155,81,86.44
3156,78,82.85
3157,89,91.07
3158,96,87.08
3159,59,65.56
3160,59,61.93
3161,63,66.86
3162,67,75.69
3163,96,79.22
3164,85,89.17
3165,89,88.26
3166,85,84.55
3167,81,76.56
3168,93,89.83
3169,85,86.29
3170,58,62.2
3171,93,85.39
3172,88,80.77
3173,89,92.02
3174,77,67.37
3175,86,82.97
3176,71,75.74
3177,89,79.23
3178,88,81.86
3179,93,91.67
3180,88,81.62
3181,92,88.09
3182,89,90.12
3183,97,86.3
3184,96,87.47
3185,100,86.48
3186,89,78.83
3187,96,86.13
3188,89,91.51
3189,96,92.27
3190,96,89.05
3191,100,91.79
3192,96,93.06
3193,89,72.23
3194,89,85.24
3195,96,86.03
3196,93,85.09
3197,100,92.92
3198,81,82.41
3199,89,88.72
3200,97,94.63
3201,92,91.6
3202,85,79.41
3203,92,79.41
3204,97,79.27
3205,89,86.01
3206,89,92.02
3207,85,83.7
3208,100,89.9
3209,96,88.75
3210,86,89.48
3211,89,88.9
3212,89,78.47
3213,96,91.53
3214,89,89.72
3215,92,88.25
3216,100,88.7
3217,89,89.91
3218,89,85.46
3219,89,88.64
3220,100,92.15
3221,93,93.82
3222,86,88.7
3223,85,74.82
3224,96,93.98
