ids,RatingID,erkey,AccountabilityID,RatingYear,BaseYear,RatingInterval,CN_Priority,Creation_Date,date_calculated,publish_date,exclude,ExcludeFromLists,previousratingid,DataEntryAnalyst,Rpt_Comp_Date,Rpt_Comp_Emp,Reader2_Date,EmployeeID,Rpt_Ap_Date,Rpt_Ap_Emp,Rpt_Ver_Date,Incomplete,BoardList_Status,StaffList_Status,AuditedFinancial_status,Form990_status,Privacy_Status,StatusID,DonorAdvisoryDate,DonorAdvisoryText,IRSControlID,ResultsID,DonorAdvisoryCategoryID,RatingTableID,CauseID,CNVersion,Tax_Year,CEO_Salary,Direct_Support,Indirect_Support,Govt_Grants,Total_Contributions,ProgSvcRev,MemDues,PrimaryRev,Other_Revenue,Total_Revenue,Excess_Deficit,Int_Expense,Depreciation,Total_Expenses,Total_Func_Exp,Program_Expenses,Administration_Expenses,Fundraising_Expenses,Pymt_Affiliates,Total_Assets,Total_Liabilities,Total_Net_Assets,Assets_45,Assets_46,Assets_47c,Assets_48c,Assets_49,Assets_54,Liability_60
543,131635,er-30182,93850,2017,2014,3,,43174.3915856481,43242.5004282407,43252,0,0,119522,73,43235.4114583333,NaN,NaN,73,43242.5005324074,74,43242.5005324074,NaN,1,1,1,0,0,NaN,NaN,NaN,86,NaN,NaN,3,3,2.1,2017,442248,NaN,NaN,206057,16251385,1207711,3689384,17459096,11609505,29068601,-12479429,NaN,NaN,41548030,41548030,30723038,7803344,3021648,0,641812025,179097163,462714862,NaN,NaN,NaN,NaN,NaN,NaN,NaN
544,131638,er-30190,94206,2017,2014,3,1,43174.3915856481,43341.8179398148,43344,0,0,121777,96,43322.59625,NaN,NaN,96,43325.5003703704,56,43325.5003703704,NaN,1,1,0,0,0,NaN,NaN,NaN,86,NaN,NaN,6,6,2.11,2017,310834,NaN,NaN,397319,8272666,1897776,536817,10170442,2153297,12323739,661387,NaN,NaN,11662352,11662352,8119814,2725868,816670,0,87003023,4524512,82478511,NaN,NaN,NaN,NaN,NaN,NaN,NaN
545,131377,er-32476,93499,2016,2013,3,,43160.6242013889,43206.4906944444,43221,0,0,118294,70,43194.4193518519,NaN,NaN,70,43206.4907638889,74,43206.4907638889,NaN,1,1,0,0,0,NaN,NaN,NaN,85,NaN,NaN,16,16,2.1,2016,NaN,NaN,NaN,1275354,2661930,1519332,0,4181262,74952,4256214,-486432,NaN,NaN,4742646,4742646,3612451,584727,545468,0,10934190,212494,10721696,NaN,NaN,NaN,NaN,NaN,NaN,NaN
546,131379,er-32506,93501,2016,2013,3,,43160.6242013889,43222.6434837963,43252,0,0,123413,56,43203.4139699074,NaN,NaN,56,43222.6435648148,70,43222.6435648148,NaN,1,1,0,0,0,NaN,NaN,NaN,85,NaN,NaN,29,29,2.1,2016,451940,NaN,NaN,0,11542084,0,0,11542084,-118330,11423754,-1320834,NaN,NaN,12744588,12744588,11759961,453872,530755,0,7252064,462026,6790038,NaN,NaN,NaN,NaN,NaN,NaN,NaN
547,129410,er-32448,91532,2016,2013,3,,43083.7366319444,43145.6169907407,43160,0,0,119168,56,43145.5248726852,NaN,NaN,56,43145.6170833333,74,43145.6170833333,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,4,4,2.1,2016,116314,NaN,NaN,16700,1054976,742414,0,1797390,139386,1936776,-208036,NaN,NaN,2144812,2144812,1555428,368877,220507,0,8772160,178159,8594001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
548,129411,er-32451,91533,2016,2013,3,,43083.7366319444,43146.4563194444,43160,0,0,120303,56,43145.5130092593,NaN,NaN,56,43146.4564236111,70,43146.4564236111,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,29,29,2.1,2016,85888,NaN,NaN,235000,2938477,0,0,2938477,224267,3162744,601199,NaN,NaN,2561545,2561545,2216270,291772,53503,0,2352371,301254,2051117,NaN,NaN,NaN,NaN,NaN,NaN,NaN
549,130661,er-30054,92783,2017,2014,3,,43160.6242013889,43228.5304861111,43252,0,0,121744,70,43207.4236226852,NaN,NaN,70,43228.5305787037,74,43228.5305787037,NaN,1,1,1,1,0,NaN,NaN,NaN,85,NaN,NaN,16,16,2.1,2017,210890,NaN,NaN,5725753,7363622,344248,0,7707870,534434,8242304,-343867,NaN,NaN,8586171,8586171,7452606,703220,430345,0,9052141,1439381,7612760,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550,130668,er-30073,92790,2016,2013,3,,43160.6242013889,43210.4489930556,43221,0,0,121752,73,43200.43125,NaN,NaN,73,43210.4485763889,70,43210.4485763889,NaN,0,1,0,0,1,NaN,NaN,NaN,85,NaN,NaN,29,29,2.1,2016,0,NaN,NaN,0,7888463,2572105,0,10460568,5553304,16013872,-86269334,NaN,NaN,102283206,102283206,101410988,823786,48432,0,23925874,637276,23288598,NaN,NaN,NaN,NaN,NaN,NaN,NaN
551,130013,er-30753,92135,2016,2013,3,,43140.7124652778,43172.4451273148,43191,0,0,119715,51,43171.6333449074,NaN,NaN,51,43172.4451736111,74,43172.4451736111,NaN,0,0,0,0,0,NaN,NaN,NaN,84,NaN,NaN,3,3,2.1,2016,490551,NaN,NaN,374015,3061103,21171035,0,24232138,12915353,37147491,6964831,NaN,NaN,30182660,30182660,26761860,2332198,1088602,0,98746472,26400827,72345645,NaN,NaN,NaN,NaN,NaN,NaN,NaN
552,130016,er-30761,92138,2017,2014,3,,43140.7124652778,43201.4986342593,43221,0,0,119719,85,43193.3984375,NaN,NaN,85,43201.4987152778,70,43201.4987152778,NaN,1,1,0,0,0,NaN,NaN,NaN,84,NaN,NaN,29,29,2.1,2017,125000,NaN,NaN,3021903,5515670,344930,0,5860600,200480,6061080,161573,NaN,NaN,5899507,5899507,5171904,496117,231486,0,10330491,174098,10156393,NaN,NaN,NaN,NaN,NaN,NaN,NaN
553,131644,er-30198,94208,2016,2013,3,,43174.3915856481,43228.5221412037,43252,0,0,121779,95,43209.6416087963,NaN,NaN,95,43228.5222916667,56,43228.5222916667,NaN,1,1,1,1,1,NaN,NaN,NaN,86,NaN,NaN,22,22,2.1,2016,353760,NaN,NaN,0,60056745,508236,0,60564981,28011405,88576386,-25137170,NaN,NaN,113713556,113713556,102504821,9257130,1951605,0,1672463945,56279701,1616184244,NaN,NaN,NaN,NaN,NaN,NaN,NaN
554,131646,er-30203,94210,2016,2013,3,,43174.3915856481,43235.4954166667,43252,0,0,121781,73,43221.4128356481,NaN,NaN,73,43235.4954861111,74,43235.4954861111,NaN,1,1,0,0,0,NaN,NaN,NaN,86,NaN,NaN,3,3,2.1,2016,696618,NaN,NaN,171971,28233206,2646565,1020509,30879771,7276482,38156253,1706786,NaN,NaN,36449467,36449467,28139952,5064279,3245236,0,708477893,86910125,621567768,NaN,NaN,NaN,NaN,NaN,NaN,NaN
555,130669,er-30076,92791,2017,2014,3,,43160.6242013889,43227.5127430556,43252,0,0,120375,70,43206.4477199074,NaN,NaN,70,43227.5131944444,56,43227.5131944444,NaN,1,1,1,1,1,NaN,NaN,NaN,85,NaN,NaN,2,2,2.1,2017,299542,NaN,NaN,0,21267041,1977411,0,23244452,2969706,26214158,7947367,NaN,NaN,18266791,18266791,14102243,1604494,2560054,0,84915690,2184707,82730983,NaN,NaN,NaN,NaN,NaN,NaN,NaN
556,130673,er-30084,92795,2016,2013,3,,43160.6242013889,43215.5102546296,43221,0,0,122724,56,43201.4134953704,NaN,NaN,56,43215.5103703704,74,43215.5103703704,NaN,1,0,0,0,0,NaN,NaN,NaN,85,NaN,NaN,3,3,2.1,2016,417538,NaN,NaN,153838,18197949,26060535,0,44258484,35473847,79732331,12266109,NaN,NaN,67466222,67466222,56950785,8055287,2460150,0,464750917,64398274,400352643,NaN,NaN,NaN,NaN,NaN,NaN,NaN
557,130382,er-32002,92504,2016,2013,3,,43140.7124652778,43196.4766898148,43191,0,0,119046,70,43166.4599421296,NaN,NaN,70,43172.4879282407,56,43172.4879282407,NaN,1,0,0,0,0,NaN,NaN,NaN,84,NaN,NaN,2,2,2.1,2016,75000,NaN,NaN,0,609007,278037,14799,887044,150971,1038015,79397,NaN,NaN,958618,958618,734155,138640,85823,0,7210789,10214,7200575,NaN,NaN,NaN,NaN,NaN,NaN,NaN
558,130384,er-32008,92506,2017,2014,3,,43140.7124652778,43215.6318171296,43221,0,0,123282,70,43193.3992361111,NaN,NaN,70,43215.6319560185,74,43215.6319560185,NaN,1,1,1,1,0,NaN,NaN,NaN,84,NaN,NaN,4,4,2.1,2017,124333,NaN,NaN,388641,1863136,188849,0,2051985,219247,2271232,575392,NaN,NaN,1695840,1695840,1128265,272398,295177,0,5055075,77199,4977876,NaN,NaN,NaN,NaN,NaN,NaN,NaN
559,131023,er-31275,93145,2016,2013,3,1,43160.6242013889,43222.6342708333,43252,0,0,123066,74,43200.5793865741,NaN,NaN,74,43222.6343287037,70,43222.6343287037,NaN,1,1,0,0,1,NaN,NaN,NaN,85,NaN,NaN,29,29,2.1,2016,212421,NaN,NaN,779603,8630714,1202889,0,9833603,350931,10184534,972471,NaN,NaN,9212063,9212063,7374826,1431567,405670,0,12596416,882842,11713574,NaN,NaN,NaN,NaN,NaN,NaN,NaN
560,131034,er-31303,93156,2016,2013,3,,43160.6242013889,43206.6736226852,43221,0,0,118797,56,43194.5015625,NaN,NaN,56,43206.6736689815,70,43206.6736689815,NaN,1,1,1,0,0,NaN,NaN,NaN,85,NaN,NaN,29,29,2.1,2016,114585,NaN,NaN,22695,2712100,2614840,0,5326940,244555,5571495,583221,NaN,NaN,4988274,4988274,3702246,550015,736013,0,14935075,1005408,13929667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
561,129412,er-32455,91534,2016,2013,3,,43083.7366319444,43159.440150463,43160,0,0,119171,73,43147.4129166667,NaN,NaN,73,43151.6990740741,11,43151.6990740741,NaN,0,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,16,16,2.1,2016,NaN,NaN,NaN,0,554789,467007,0,1021796,12299,1034095,-134953,NaN,NaN,1169048,1169048,1069977,89116,9955,0,1522745,417541,1105204,NaN,NaN,NaN,NaN,NaN,NaN,NaN
562,129416,er-32464,91538,2016,2013,3,,43083.7366319444,43153.4250694444,43160,0,0,123406,70,43151.4939351852,NaN,NaN,70,43153.425150463,74,43153.425150463,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,16,16,2.1,2016,70000,NaN,NaN,86090,916570,128347,1114,1044917,105755,1150672,-14975,NaN,NaN,1165647,1165647,950963,108781,105903,38039,718897,10706,708191,NaN,NaN,NaN,NaN,NaN,NaN,NaN
563,131381,er-32516,93503,2016,2013,3,,43160.6242013889,43206.4972106482,43221,0,0,118300,56,43194.4537731481,NaN,NaN,56,43206.4973032407,74,43206.4973032407,NaN,1,1,0,0,0,NaN,NaN,NaN,85,NaN,NaN,16,16,2.1,2016,148275,NaN,NaN,0,2480011,908599,0,3388610,780288,4168898,229906,NaN,NaN,3938992,3938992,2946301,529121,463570,0,2938665,752818,2185847,NaN,NaN,NaN,NaN,NaN,NaN,NaN
564,131388,er-32541,93510,2016,2013,3,,43160.6242013889,43201.4921759259,43221,0,0,119194,85,43196.4406018518,NaN,NaN,85,43201.4922569444,74,43201.4922569444,NaN,1,1,0,0,0,NaN,NaN,NaN,85,NaN,NaN,4,4,2.1,2016,234748,NaN,NaN,136000,3963910,84400,169000,4048310,-215542,3832768,215770,NaN,NaN,3616998,3616998,3143047,172593,301358,0,2806210,80075,2726135,NaN,NaN,NaN,NaN,NaN,NaN,NaN
565,130385,er-32009,92507,2016,2013,3,,43140.7124652778,43174.5666319444,43191,0,0,119049,56,43161.6630439815,NaN,NaN,56,43174.5667013889,74,43174.5667013889,NaN,1,1,0,0,0,NaN,NaN,NaN,84,NaN,NaN,3,3,2.1,2016,186782,NaN,NaN,0,1371965,0,162854,1371965,727256,2099221,-295676,NaN,NaN,2394897,2394897,2201175,146830,46892,0,18883828,1674898,17208930,NaN,NaN,NaN,NaN,NaN,NaN,NaN
566,130386,er-32010,92508,2016,2013,3,,43140.7124652778,43186.6652893519,43191,0,0,120174,85,43179.3763425926,NaN,NaN,85,43186.6654976852,11,43186.6654976852,NaN,1,1,1,1,0,NaN,NaN,NaN,84,NaN,NaN,16,16,2.1,2016,126554,NaN,NaN,627627,2803286,195902,0,2999188,546842,3546030,-524236,NaN,NaN,4070266,4070266,3492878,278161,299227,0,15563881,1740903,13822978,NaN,NaN,NaN,NaN,NaN,NaN,NaN
567,131653,er-30222,94015,2017,2014,3,,43174.3915856481,43243.454837963,43252,0,0,120399,73,43235.3940393518,NaN,NaN,73,43243.4548842593,74,43243.4548842593,NaN,1,1,1,1,2,NaN,NaN,NaN,86,NaN,NaN,3,3,2.1,2017,316161,NaN,NaN,584284,4179024,1296236,1016114,5475260,2497092,7972352,-4680658,NaN,NaN,12653010,12653010,9173251,2906515,573244,0,80208476,7327725,72880751,NaN,NaN,NaN,NaN,NaN,NaN,NaN
568,131655,er-30241,94215,2016,2013,3,,43174.3915856481,43230.5261689815,43252,0,0,121790,73,43215.4116087963,NaN,NaN,73,43230.5262731481,74,43230.5262731481,NaN,1,1,1,1,0,NaN,NaN,NaN,86,NaN,NaN,3,3,2.1,2016,801324,NaN,NaN,1452257,26737613,40169546,2985601,66907159,3707962,70615121,-9457258,NaN,NaN,80072379,80072379,57302493,18357028,4412858,0,172577842,73512384,99065458,NaN,NaN,NaN,NaN,NaN,NaN,NaN
569,129418,er-32465,91540,2016,2013,3,,43083.7366319444,43152.6064351852,43160,0,0,119176,73,43147.4171527778,NaN,NaN,73,43152.6066666667,51,43152.6066666667,NaN,0,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,16,16,2.1,2016,109000,NaN,NaN,0,2028134,9493,0,2037627,70729,2108356,265727,NaN,NaN,1842629,1842629,1456465,250245,135919,0,5014730,49976,4964754,NaN,NaN,NaN,NaN,NaN,NaN,NaN
570,129422,er-32468,91544,2016,2013,3,,43083.7366319444,43145.4507986111,43160,0,0,118292,58,43144.6514583333,NaN,NaN,58,43145.4508449074,70,43145.4508449074,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,29,29,2.1,2016,185933,NaN,NaN,0,2325588,0,0,2325588,-494045,1831543,75774,NaN,NaN,1755769,1755769,1413635,158135,183999,0,2255330,86287,2169043,NaN,NaN,NaN,NaN,NaN,NaN,NaN
571,130388,er-32017,92510,2016,2013,3,,43140.7124652778,43167.6224537037,43191,0,0,119051,56,43165.6393287037,NaN,NaN,56,43167.6220601852,70,43167.6220601852,NaN,0,0,0,0,0,NaN,NaN,NaN,84,NaN,NaN,29,29,2.1,2016,87500,NaN,NaN,0,785985,570825,0,1356810,51807,1408617,18609,NaN,NaN,1390008,1390008,1062051,158625,169332,0,4840535,69923,4770612,NaN,NaN,NaN,NaN,NaN,NaN,NaN
572,130389,er-32018,92511,2016,2012,4,,43140.7124652778,43165.6751851852,43191,0,0,118241,56,43161.6729282407,NaN,NaN,56,43165.6753819444,70,43165.6753819444,NaN,1,1,1,1,1,NaN,NaN,NaN,84,NaN,NaN,29,29,2.1,2016,55190,NaN,NaN,178856,2259007,0,0,2259007,65277,2324284,162161,NaN,NaN,2162123,2162123,2065864,46249,50010,0,1420269,12445,1407824,NaN,NaN,NaN,NaN,NaN,NaN,NaN
573,130676,er-30096,92798,2016,2013,3,,43160.6242013889,43215.5119675926,43221,0,0,122728,56,43201.4180208333,NaN,NaN,56,43215.5120138889,74,43215.5120138889,NaN,1,1,0,0,0,NaN,NaN,NaN,85,NaN,NaN,3,3,2.1,2016,473989,NaN,NaN,50000,9846290,27308945,120336,37155235,1767688,38922923,1598885,NaN,NaN,37324038,37324038,31180836,4310784,1832418,0,157007332,22461400,134545932,NaN,NaN,NaN,NaN,NaN,NaN,NaN
574,130679,er-30104,92801,2016,2013,3,,43160.6242013889,43202.629849537,43221,0,0,121760,73,43200.4321990741,NaN,NaN,73,43202.6307523148,56,43202.6307523148,NaN,1,1,1,1,0,NaN,NaN,NaN,85,NaN,NaN,22,22,2.1,2016,342001,NaN,NaN,0,180737314,2574426,0,183311740,36174581,219486321,-3015877,NaN,NaN,222502198,222502198,219718035,1448799,1335364,0,1590442432,281557686,1308884746,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575,130019,er-30769,92141,2016,2013,3,,43140.7124652778,43180.4994444444,43191,0,0,120890,74,43172.6838194444,NaN,NaN,74,43180.4995949074,56,43180.4995949074,NaN,1,1,0,0,0,NaN,NaN,NaN,84,NaN,NaN,2,2,2.1,2016,118664,NaN,NaN,0,1340671,338300,0,1678971,173107,1852078,88002,NaN,NaN,1764076,1764076,1598182,101513,64381,0,1281260,113209,1168051,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576,130022,er-30778,92144,2016,2013,3,,43140.7124652778,43185.4940740741,43191,0,0,122918,70,43179.4904398148,NaN,NaN,70,43185.4941782407,74,43185.4941782407,NaN,1,1,1,1,1,NaN,NaN,NaN,84,NaN,NaN,3,3,2.1,2016,174836,NaN,NaN,109120,8137853,1424918,457201,9562771,2105527,11668298,4182923,NaN,NaN,7485375,7485375,5154926,1250294,1080155,0,70451150,1027425,69423725,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577,131657,er-30243,93701,2017,2014,3,,43174.3915856481,43252.4275,43282,0,0,1509,70,43241.4212962963,NaN,NaN,70,43252.4275810185,74,43252.4275810185,NaN,1,1,0,0,0,NaN,NaN,NaN,86,NaN,NaN,3,3,2.1,2017,0,NaN,NaN,1465100,6370248,647237,415883,7017485,1508359,8525844,908855,NaN,NaN,7616989,7616989,5924793,1297511,394685,0,70873479,9933363,60940116,NaN,NaN,NaN,NaN,NaN,NaN,NaN
578,131664,er-30252,94531,2016,2012,4,,43174.3915856481,43236.4811458333,43252,0,0,122763,56,43223.4083449074,NaN,NaN,56,43236.4811921296,74,43236.4811921296,NaN,1,1,0,0,0,NaN,NaN,NaN,86,NaN,NaN,4,4,2.1,2016,684207,NaN,NaN,1871084,10917900,41354279,0,52272179,-161397,52110782,-2080118,NaN,NaN,54190900,54190900,49298043,2731838,2161019,0,140745844,20339042,120406802,NaN,NaN,NaN,NaN,NaN,NaN,NaN
579,129423,er-32473,91545,2016,2013,3,,43083.7366319444,43139.4591782407,43160,0,0,116539,73,43131.3613078704,NaN,NaN,73,43139.4593634259,74,43139.4593634259,NaN,1,1,0,0,1,NaN,NaN,NaN,83,NaN,NaN,4,4,2.1,2016,89644,NaN,NaN,7500,1975147,1112158,0,3087305,15583,3102888,587954,NaN,NaN,2514934,2514934,1901089,440392,173453,0,1726381,1513172,213209,NaN,NaN,NaN,NaN,NaN,NaN,NaN
580,129427,er-32482,91549,2016,2013,3,,43083.7366319444,43145.5158333333,43160,0,0,118295,58,43144.6530671296,NaN,NaN,58,43145.5159375,74,43145.5159375,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,4,4,2.1,2016,42289,NaN,NaN,87910,665937,682731,158340,1348668,71491,1420159,-257957,NaN,NaN,1678116,1678116,1102531,549534,26051,0,1567128,129591,1437537,NaN,NaN,NaN,NaN,NaN,NaN,NaN
581,130393,er-32031,92515,2016,2013,3,,43140.7124652778,43185.4676851852,43191,0,0,119054,56,43165.6402546296,NaN,NaN,56,43185.4678587963,85,43185.4678587963,NaN,1,1,1,1,1,NaN,NaN,NaN,84,NaN,NaN,16,16,2.1,2016,157975,NaN,NaN,477978,3161537,48173,0,3209710,1118137,4327847,-37179,NaN,NaN,4365026,4365026,3160121,871644,333261,0,21900560,1925590,19974970,NaN,NaN,NaN,NaN,NaN,NaN,NaN
582,130394,er-32032,92516,2016,2013,3,,43140.7124652778,43171.587974537,43191,0,0,119055,73,43161.6395949074,NaN,NaN,73,43171.5881018518,74,43171.5881018518,NaN,1,1,0,0,0,NaN,NaN,NaN,84,NaN,NaN,4,4,2.1,2016,70784,NaN,NaN,0,1063634,304210,100768,1367844,205004,1572848,165776,NaN,NaN,1407072,1407072,630218,718130,58724,0,10690583,4304877,6385706,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583,131035,er-31308,93157,2016,2013,3,,43160.6242013889,43215.5181365741,43221,0,0,123075,56,43202.40125,NaN,NaN,56,43215.5184606481,70,43215.5184606481,NaN,1,1,0,1,1,NaN,NaN,NaN,85,NaN,NaN,29,29,2.1,2016,122500,NaN,NaN,0,1834448,1007736,0,2842184,147095,2989279,244839,NaN,NaN,2744440,2744440,2099866,470353,174221,0,2101203,481104,1620099,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584,131039,er-31310,93161,2017,2014,3,,43160.6242013889,43228.4685763889,43252,0,0,120626,70,43206.4769675926,NaN,NaN,70,43228.4686574074,74,43228.4686574074,NaN,1,0,0,0,1,NaN,NaN,NaN,85,NaN,NaN,16,16,2.1,2017,68407,NaN,NaN,959,24733,140850,13150,165583,428617,594200,9701,NaN,NaN,584499,584499,450811,88912,44776,0,50891,61394,-10503,NaN,NaN,NaN,NaN,NaN,NaN,NaN
585,131665,er-30256,94925,2016,2013,3,,43174.3915856481,43255.5057407407,43282,0,0,125232,74,43231.4106365741,NaN,NaN,74,43255.5067476852,56,43255.5067476852,NaN,1,1,1,0,1,NaN,NaN,NaN,86,NaN,NaN,6,6,2.1,2016,419193,NaN,NaN,143100,9491316,9773719,0,19265035,6357961,25622996,-6078535,NaN,NaN,31701531,31701531,25030995,5256415,1414121,0,303363946,40547348,262816598,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586,131679,er-30262,94536,2017,2013,4,,43174.3915856481,43252.4303125,43282,0,0,122772,70,43241.4231365741,NaN,NaN,70,43252.4303935185,74,43252.4303935185,NaN,1,1,0,0,0,NaN,NaN,NaN,86,NaN,NaN,3,3,2.1,2017,230879,NaN,NaN,141780,3556184,1340314,311682,4896498,2921269,7817767,-3277711,NaN,NaN,11095478,11095478,8693101,1957316,445061,0,137378464,2896700,134481764,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587,129428,er-32484,91550,2016,2013,3,,43083.7366319444,43139.4691319444,43160,0,0,116541,73,43131.3667476852,NaN,NaN,73,43139.4691782407,74,43139.4691782407,NaN,1,1,0,0,0,NaN,NaN,NaN,83,NaN,NaN,3,3,2.1,2016,119244,NaN,NaN,117094,2718741,155526,136391,2874267,225166,3099433,1447021,NaN,NaN,1652412,1652412,1434407,88852,129153,0,9331418,1689170,7642248,NaN,NaN,NaN,NaN,NaN,NaN,NaN
588,129429,er-32490,91551,2016,2013,3,,43083.7366319444,43139.4504398148,43160,0,0,117804,11,43137.4139699074,NaN,NaN,11,43139.4506134259,51,43139.4506134259,NaN,1,1,1,0,0,NaN,NaN,NaN,83,NaN,NaN,16,16,2.1,2016,177137,NaN,NaN,0,2300348,0,0,2300348,1436918,3737266,180314,NaN,NaN,3556952,3556952,2785061,318216,453675,0,4450971,540409,3910562,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589,130395,er-32044,92517,2017,2014,3,,43140.7124652778,43206.6386921296,43221,0,0,124926,73,43193.4295833333,NaN,NaN,73,43206.6387731481,70,43206.6387731481,NaN,1,1,0,1,1,NaN,NaN,NaN,84,NaN,NaN,29,29,2.1,2017,112655,NaN,NaN,16001,5078605,637217,0,5715822,-114190,5601632,3147287,NaN,NaN,2454345,2454345,2109016,130163,215166,0,6954045,909728,6044317,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590,130397,er-32052,92519,2016,2013,3,,43140.7124652778,43166.5140162037,43191,0,0,118245,73,43161.6411458333,NaN,NaN,73,43166.5143518519,70,43166.5143518519,NaN,1,1,0,0,0,NaN,NaN,NaN,84,NaN,NaN,29,29,2.1,2016,63950,NaN,NaN,14632,1211162,0,0,1211162,54894,1266056,-51800,NaN,NaN,1317856,1317856,1191411,114193,12252,0,1925875,11140,1914735,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591,130024,er-30793,92146,2016,2013,3,,43140.7124652778,43185.4968981482,43191,0,0,122921,70,43179.491412037,NaN,NaN,70,43185.4969791667,74,43185.4969791667,NaN,1,0,0,0,0,NaN,NaN,NaN,84,NaN,NaN,3,3,2.1,2016,145005,NaN,NaN,0,14379984,78727,84398,14458711,43504,14502215,10687654,NaN,NaN,3814561,3814561,2941439,453253,419869,0,51776895,1106769,50670126,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592,130031,er-30811,92153,2017,2014,3,,43140.7124652778,43215.5638541667,43221,0,0,119739,73,43188.6437731481,NaN,NaN,73,43215.5639467593,74,43215.5639467593,NaN,1,1,0,0,0,NaN,NaN,NaN,84,NaN,NaN,3,3,2.1,2017,258693,NaN,NaN,419444,5758260,12763857,0,18522117,2107843,20629960,527578,NaN,NaN,20102382,20102382,15664394,3354727,1083261,0,54394965,10229194,44165771,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,130680,er-30106,92802,2017,2014,3,,43160.6242013889,43227.5078587963,43252,0,0,121761,95,43206.4789583333,NaN,NaN,95,43227.5084606481,56,43227.5084606481,NaN,1,1,1,1,2,NaN,NaN,NaN,85,NaN,NaN,2,2,2.1,2017,275522,NaN,NaN,0,27679020,75150,0,27754170,21634818,49388988,8943713,NaN,NaN,40445275,40445275,32187471,3346609,4911195,0,409293211,18452696,390840515,NaN,NaN,NaN,NaN,NaN,NaN,NaN
594,130700,er-30208,92822,2017,2014,3,,43160.6242013889,43250.397337963,43252,0,0,121782,70,43206.4511689815,NaN,NaN,70,43228.4758564815,74,43228.4758564815,NaN,1,1,1,1,0,NaN,NaN,NaN,85,NaN,NaN,4,4,2.1,2017,413071,NaN,NaN,150000,12361405,16084045,175382,28445450,4707443,33152893,4759675,NaN,NaN,28393218,28393218,23016880,4018603,1357735,0,154996912,11221578,143775334,NaN,NaN,NaN,NaN,NaN,NaN,NaN
595,130403,er-32062,92525,2016,2013,3,,43140.7124652778,43178.4981828704,43191,0,0,120191,74,43175.6290740741,NaN,NaN,74,43178.4982407407,70,43178.4982407407,NaN,1,1,0,0,0,NaN,NaN,NaN,84,NaN,NaN,29,29,2.1,2016,85508,NaN,NaN,85755,1188430,0,0,1188430,70122,1258552,36826,NaN,NaN,1221726,1221726,995280,86571,139875,0,2191774,79343,2112431,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596,130407,er-32085,92529,2016,2013,3,,43140.7124652778,43167.6054861111,43191,0,0,119078,73,43161.6428472222,NaN,NaN,73,43167.6056828704,70,43167.6056944444,NaN,1,1,1,1,1,NaN,NaN,NaN,84,NaN,NaN,29,29,2.1,2016,63923,NaN,NaN,146902,4157116,0,0,4157116,126276,4283392,202294,NaN,NaN,4081098,4081098,3729009,262835,89254,0,2895037,258056,2636981,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597,130701,er-30211,92823,2016,2013,3,,43160.6242013889,43206.6743402778,43221,0,0,122757,74,43201.4417361111,NaN,NaN,74,43206.6743865741,56,43206.6743865741,NaN,1,1,1,1,0,NaN,NaN,NaN,85,NaN,NaN,22,22,2.1,2016,446643,NaN,NaN,0,36776082,518898,0,37294980,25979734,63274714,6520415,NaN,NaN,56754299,56754299,48205156,5169254,3379889,0,1037372287,64858898,972513389,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598,130702,er-30215,92824,2017,2014,3,,43160.6242013889,43228.5267361111,43252,0,0,121787,70,43207.4147453704,NaN,NaN,70,43228.5270486111,74,43228.5270486111,NaN,1,1,0,0,1,NaN,NaN,NaN,85,NaN,NaN,16,16,2.1,2017,81000,NaN,NaN,0,1355629,863611,0,2219240,414327,2633567,230431,NaN,NaN,2403136,2403136,1793993,314599,294544,0,11018972,74790,10944182,NaN,NaN,NaN,NaN,NaN,NaN,NaN
