ids,RatingID,erkey,AccountabilityID,RatingYear,BaseYear,RatingInterval,CN_Priority,Creation_Date,date_calculated,publish_date,exclude,ExcludeFromLists,previousratingid,DataEntryAnalyst,Rpt_Comp_Date,Rpt_Comp_Emp,Reader2_Date,EmployeeID,Rpt_Ap_Date,Rpt_Ap_Emp,Rpt_Ver_Date,Incomplete,BoardList_Status,StaffList_Status,AuditedFinancial_status,Form990_status,Privacy_Status,StatusID,DonorAdvisoryDate,DonorAdvisoryText,IRSControlID,ResultsID,DonorAdvisoryCategoryID,RatingTableID,CauseID,CNVersion,Tax_Year,CEO_Salary,Direct_Support,Indirect_Support,Govt_Grants,Total_Contributions,ProgSvcRev,MemDues,PrimaryRev,Other_Revenue,Total_Revenue,Excess_Deficit,Int_Expense,Depreciation,Total_Expenses,Total_Func_Exp,Program_Expenses,Administration_Expenses,Fundraising_Expenses,Pymt_Affiliates,Total_Assets,Total_Liabilities,Total_Net_Assets,Assets_45,Assets_46,Assets_47c,Assets_48c,Assets_49,Assets_54,Liability_60
532,91372,er-31355,53538,2013,2010,3,0,42039.643912037,42178.7117013889,42186,0,0,78846,67,42173.4826157407,NaN,NaN,67,42178.7118518519,51,42178.7118518519,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2013,115766,NaN,NaN,0,2024382,1336787,0,3361169,225905,3587074,1012138,NaN,NaN,2574936,2574936,2103603,238903,232430,13369,11039525,2225328,8814197,NaN,NaN,NaN,NaN,NaN,NaN,NaN
533,90687,er-30384,52853,2013,2009,4,0,42039.643912037,42185.6136342593,42186,0,0,80545,70,42174.6813310185,NaN,NaN,70,42178.4100347222,56,42178.4100347222,NaN,0,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,6,6,2,2013,354808,NaN,NaN,0,24922730,13958369,0,38881099,12693911,51575010,6746933,NaN,NaN,44828077,44828077,38841318,3123872,2862887,0,300884282,25152918,275731364,NaN,NaN,NaN,NaN,NaN,NaN,NaN
534,90694,er-30392,52860,2014,2010,4,0,42039.643912037,42242.6711574074,42248,0,0,80546,69,42192.6817592593,NaN,NaN,69,42220.6740509259,56,42220.6740509259,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,2,2,2,2014,0,NaN,NaN,0,4128691,0,0,4128691,673829,4802520,2067215,NaN,NaN,2735305,2735305,2237785,185983,311537,0,50558695,886019,49672676,NaN,NaN,NaN,NaN,NaN,NaN,NaN
535,92034,er-32294,54200,2013,2010,3,0,42039.643912037,42213.527025463,42217,0,0,85947,69,42180.6852662037,NaN,NaN,69,42213.5271296296,48,42213.5271296296,NaN,1,1,1,0,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2013,94051,NaN,NaN,0,4017274,160908,0,4178182,23820,4202002,665922,NaN,NaN,3536080,3536080,3300954,163494,71632,0,3528940,713961,2814979,NaN,NaN,NaN,NaN,NaN,NaN,NaN
536,92035,er-32296,54201,2014,2011,3,0,42039.643912037,42200.3872337963,42248,0,0,85951,70,42200.3873148148,NaN,NaN,70,42229.5253587963,56,42229.5253587963,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2014,90000,NaN,NaN,417018,1101798,197430,0,1299228,-2088,1297140,-68492,NaN,NaN,1365632,1365632,1082665,108793,174174,0,1118600,81935,1036665,NaN,NaN,NaN,NaN,NaN,NaN,NaN
537,91704,er-31740,53870,2013,2010,3,0,42039.643912037,42201.6136342593,42217,0,0,82221,67,42179.7024768519,NaN,NaN,67,42201.6139699074,56,42201.6139699074,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2013,34340,NaN,NaN,0,730585,99007,0,829592,156433,986025,-257438,NaN,NaN,1243463,1243463,1157158,73645,12660,0,4492020,129321,4362699,NaN,NaN,NaN,NaN,NaN,NaN,NaN
538,91715,er-31762,53881,2014,2011,3,1,42039.643912037,42200.6419212963,42217,0,0,81104,70,42193.6352199074,NaN,NaN,70,42200.6432986111,58,42200.6432986111,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,51923,NaN,NaN,745059,1653155,9843,0,1662998,7861,1670859,-26450,NaN,NaN,1697309,1697309,1205190,199583,292536,0,3174004,1353012,1820992,NaN,NaN,NaN,NaN,NaN,NaN,NaN
539,92307,er-30740,54473,2014,2011,3,0,42090.5422800926,42241.4316435185,42248,0,0,83248,70,42202.4266435185,NaN,NaN,70,42241.4317361111,48,42241.4317361111,NaN,1,1,1,1,0,NaN,NaN,NaN,49,NaN,NaN,4,4,2,2014,110152,NaN,NaN,75700,3121708,1407795,0,4529503,372339,4901842,255011,NaN,NaN,4646831,4646831,3672779,600849,373203,0,723037,1697196,-974159,NaN,NaN,NaN,NaN,NaN,NaN,NaN
540,92308,er-30746,54474,2014,2011,3,0,42090.5422800926,42240.4846643519,42248,0,0,82086,69,42201.470625,NaN,NaN,69,42240.4849421296,48,42240.4849421296,NaN,1,1,0,0,0,NaN,NaN,NaN,49,NaN,NaN,3,3,2,2014,119153,NaN,NaN,9331,2195630,1163899,263926,3359529,-45407,3314122,637960,NaN,NaN,2676162,2676162,2059934,316270,299958,0,6214562,1111942,5102620,NaN,NaN,NaN,NaN,NaN,NaN,NaN
541,90187,er-32464,52351,2014,2011,3,0,42010.4522222222,42426.4132291667,42430,0,0,NaN,NaN,42395.6205902778,NaN,NaN,69,42418.6444907407,67,42418.6444907407,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,16,16,2,2014,NaN,NaN,NaN,30616,957865,150281,2810,1108146,73821,1181967,21991,NaN,NaN,1159976,1159976,950971,98084,110921,38676,826107,40219,785888,NaN,NaN,NaN,NaN,NaN,NaN,NaN
542,90204,er-32466,52368,2014,2011,3,0,42010.4522222222,42419.4386342593,42430,0,0,NaN,67,42247.4615509259,NaN,NaN,67,42419.4387037037,48,42419.4387037037,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2,2014,74465,NaN,NaN,364205,1683839,1212587,96121,2896426,5167,2901593,-80368,NaN,NaN,2981961,2981961,2708983,103223,169755,0,2069453,530872,1538581,NaN,NaN,NaN,NaN,NaN,NaN,NaN
543,92036,er-32297,54202,2013,2010,3,0,42039.643912037,42180.6896180556,42217,0,0,85953,70,42180.6896759259,NaN,NaN,70,42205.6756018518,56,42205.6756018518,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2013,99190,NaN,NaN,42490,815961,0,0,815961,79139,895100,-53465,NaN,NaN,948565,948565,680638,179562,88365,0,1644592,812641,831951,NaN,NaN,NaN,NaN,NaN,NaN,NaN
544,92040,er-32303,54206,2014,2010,4,0,42039.643912037,42242.6711689815,42248,0,0,85968,70,42200.3931597222,NaN,NaN,70,42229.5348611111,56,42229.5348611111,NaN,1,0,1,1,1,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2014,108765,NaN,NaN,1565828,2657684,0,0,2657684,81211,2738895,256047,NaN,NaN,2482848,2482848,2114214,143927,224707,0,9336298,1408562,7927736,NaN,NaN,NaN,NaN,NaN,NaN,NaN
545,90210,er-32467,52374,2013,2010,3,0,42010.4522222222,42320.3875578704,42339,0,0,NaN,70,42242.6804282407,NaN,NaN,70,42320.3878472222,69,42320.3878472222,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,29,29,2,2013,83649,NaN,NaN,550770,2487416,62625,0,2550041,566698,3116739,1184120,NaN,NaN,1932619,1932619,1558229,217444,156946,0,5978832,102171,5876661,NaN,NaN,NaN,NaN,NaN,NaN,NaN
546,90213,er-32468,52377,2014,2011,3,0,42010.4522222222,42424.6513310185,42430,0,0,NaN,67,42248.6089699074,NaN,NaN,67,42424.6515509259,70,42424.6515509259,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,29,29,2,2014,94000,NaN,NaN,0,1538677,0,0,1538677,-87939,1450738,-42938,NaN,NaN,1493676,1493676,1305159,108085,80432,0,1952846,771660,1181186,NaN,NaN,NaN,NaN,NaN,NaN,NaN
547,90216,er-32470,52380,2013,2010,3,0,42010.4522337963,42412.5297337963,42430,0,0,NaN,NaN,42241.6520717593,NaN,NaN,69,42412.5300810185,56,42412.5300810185,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2,2013,133562,NaN,NaN,0,2130102,0,0,2130102,-137586,1992516,-209750,NaN,NaN,2202266,2202266,1643701,96447,462118,0,2155519,22670,2132849,NaN,NaN,NaN,NaN,NaN,NaN,NaN
548,90222,er-32471,52386,2014,2011,3,0,42010.4522337963,42419.5969097222,42430,0,0,NaN,67,42244.5092013889,NaN,NaN,67,42419.5969791667,48,42419.5969791667,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2,2014,125000,NaN,NaN,0,970951,386021,0,1356972,107828,1464800,-141348,NaN,NaN,1606148,1606148,1332454,167257,106437,0,1716171,83902,1632269,NaN,NaN,NaN,NaN,NaN,NaN,NaN
549,90921,er-30720,53087,2013,2010,3,0,42039.643912037,42179.6762962963,42186,0,0,80915,70,42178.5006944444,NaN,NaN,70,42179.6765277778,56,42179.6765277778,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,2,NaN,2,2013,72455,NaN,NaN,0,936400,832033,0,1768433,-56808,1711625,-155659,NaN,NaN,1867284,1867284,1564215,138426,164643,0,1571428,486791,1084637,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550,90922,er-30725,53088,2014,2011,3,0,42039.643912037,42235.4837731481,42248,0,0,82347,70,42191.4757986111,NaN,NaN,70,42234.6419212963,58,42234.6419212963,NaN,1,1,1,1,1,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,159424,NaN,NaN,1461368,7009245,0,0,7009245,49388,7058633,1542034,NaN,NaN,5516599,5516599,4540677,354232,621690,0,14334581,405573,13929008,NaN,NaN,NaN,NaN,NaN,NaN,NaN
551,91384,er-31363,53550,2014,2011,3,0,42039.643912037,42235.5159143519,42248,0,0,82427,70,42194.6086805556,NaN,NaN,70,42235.5160300926,48,42235.5160300926,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,4,4,2,2014,80761,NaN,NaN,177270,870428,688603,0,1559031,-98626,1460405,-256236,NaN,NaN,1716641,1716641,1235226,459985,21430,0,587198,642693,-55495,NaN,NaN,NaN,NaN,NaN,NaN,NaN
552,91387,er-31368,53553,2014,2011,3,0,42039.643912037,42234.5310069444,42248,0,0,81762,69,42193.5894212963,NaN,NaN,69,42234.531087963,48,42234.531087963,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,4,4,2,2014,124008,NaN,NaN,242963,1524004,3252790,0,4776794,23016,4799810,-88729,NaN,NaN,4888539,4888539,3293824,1488422,106293,0,7978104,2137286,5840818,NaN,NaN,NaN,NaN,NaN,NaN,NaN
553,90223,er-32472,52387,2014,2011,3,0,42010.4522337963,42453.6498032407,42461,0,0,NaN,73,42445.5333564815,NaN,NaN,73,42453.6501967593,58,42453.6501967593,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2,2014,NaN,NaN,NaN,0,1476102,643050,0,2119152,214555,2333707,97947,NaN,NaN,2235760,2235760,1712191,228096,295473,0,681313,1050765,-369452,NaN,NaN,NaN,NaN,NaN,NaN,NaN
554,90224,er-32473,52388,2014,2011,3,0,42010.4522337963,42417.6616319444,42430,0,0,NaN,NaN,42417.3881828704,NaN,NaN,69,42417.6617013889,48,42417.6617013889,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2,2014,89672,NaN,NaN,0,1613201,994945,0,2608146,0,2608146,-41792,NaN,NaN,2649938,2649938,1958540,577278,114120,0,1313036,1739035,-425999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
555,91722,er-31764,53888,2014,2011,3,1,42039.643912037,42220.5184490741,42248,0,0,84549,67,42194.7028125,NaN,NaN,67,42220.5185185185,58,42220.5185185185,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,107011,NaN,NaN,0,1851817,793207,0,2645024,40402,2685426,487859,NaN,NaN,2197567,2197567,1577028,271798,348741,0,5542827,365080,5177747,NaN,NaN,NaN,NaN,NaN,NaN,NaN
556,91723,er-31767,53889,2013,2010,3,0,42039.643912037,42202.5155671296,42217,0,0,82710,67,42179.707349537,NaN,NaN,67,42202.5258333333,56,42202.5258333333,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,6,6,2,2013,175000,NaN,NaN,0,3151056,0,0,3151056,27,3151083,576556,NaN,NaN,2574527,2574527,1595804,156885,821838,0,1827847,52274,1775573,NaN,NaN,NaN,NaN,NaN,NaN,NaN
557,90696,er-30395,52862,2013,2010,3,0,42039.643912037,42177.4792708333,42186,0,0,78791,67,42173.4327893518,NaN,NaN,67,42177.4798148148,48,42177.4798148148,NaN,1,0,0,0,1,NaN,NaN,NaN,48,NaN,NaN,3,3,2,2013,139104,NaN,NaN,397275,6370981,2198742,673420,8569723,244952,8814675,1305661,NaN,NaN,7509014,7509014,6631314,640254,237446,0,23384241,684254,22699987,NaN,NaN,NaN,NaN,NaN,NaN,NaN
558,90699,er-30402,52865,2013,2011,2,0,42039.643912037,42181.3317361111,42186,0,0,82548,69,42179.5181597222,NaN,NaN,69,42180.6057523148,56,42180.6057523148,NaN,1,1,1,1,1,NaN,NaN,NaN,48,NaN,NaN,2,2,2,2013,138851,NaN,NaN,0,3612008,1289459,0,4901467,568848,5470315,2460139,NaN,NaN,3010176,3010176,2515759,251312,243105,0,16582500,395230,16187270,NaN,NaN,NaN,NaN,NaN,NaN,NaN
559,91388,er-31369,53554,2013,2009,4,0,42039.643912037,42201.5064583333,42217,0,0,81021,70,42177.49125,NaN,NaN,70,42200.4135300926,56,42200.4135300926,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2013,174835,NaN,NaN,151772,2405414,7544055,0,9949469,36014,9985483,-1139339,NaN,NaN,11124822,11124822,9315336,1019259,790227,0,26220807,7024230,19196577,NaN,NaN,NaN,NaN,NaN,NaN,NaN
560,91390,er-31375,53556,2013,2010,3,0,42039.643912037,42213.5926967593,42217,0,0,83858,70,42179.6618865741,NaN,NaN,70,42213.6008564815,58,42213.6008564815,NaN,0,0,0,0,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2013,291183,NaN,NaN,0,1746796,0,0,1746796,74,1746870,-876470,NaN,NaN,2623340,2623340,2366606,98421,158313,0,792204,118218,673986,NaN,NaN,NaN,NaN,NaN,NaN,NaN
561,92311,er-30765,54477,2014,2011,3,0,42090.5422800926,42240.4771759259,42248,0,0,84395,69,42201.4847106481,NaN,NaN,69,42240.4773032407,48,42240.4773032407,NaN,1,1,1,1,0,NaN,NaN,NaN,49,NaN,NaN,3,3,2,2014,88541,NaN,NaN,54188,3752373,60824,303362,3813197,151330,3964527,143452,NaN,NaN,3821075,3821075,1967602,1162569,690904,0,6889890,1289616,5600274,NaN,NaN,NaN,NaN,NaN,NaN,NaN
562,92318,er-30794,54484,2014,2011,3,1,42090.5422800926,42144.6721759259,42156,0,0,84240,56,42143.7029398148,NaN,NaN,56,42144.6722685185,48,42144.6722685185,NaN,1,1,1,1,0,NaN,NaN,NaN,49,NaN,NaN,4,4,2,2014,229934,NaN,NaN,39300,7869255,1464317,0,9333572,183189,9516761,2048389,NaN,NaN,7468372,7468372,6003089,687156,778127,0,16209286,1090183,15119103,NaN,NaN,NaN,NaN,NaN,NaN,NaN
563,92041,er-32304,54207,2013,2010,3,0,42039.643912037,42206.41125,42217,0,0,85970,70,42180.6955324074,NaN,NaN,70,42206.4116319444,56,42206.4116319444,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2013,162376,NaN,NaN,241057,3192520,0,0,3192520,-333614,2858906,204557,NaN,NaN,2654349,2654349,1846469,291317,516563,0,2254222,192477,2061745,NaN,NaN,NaN,NaN,NaN,NaN,NaN
564,92052,er-32315,54218,2013,2010,3,0,42039.643912037,42192.6413773148,42217,0,0,86024,69,42180.6909953704,NaN,NaN,69,42192.6415162037,48,42192.6415162037,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,3,3,2,2013,110108,NaN,NaN,89510,2046924,161290,123835,2208214,1585685,3793899,1526905,NaN,NaN,2266994,2266994,1465474,458933,342587,0,16152535,148461,16004074,NaN,NaN,NaN,NaN,NaN,NaN,NaN
565,91729,er-31772,53895,2013,2009,4,0,42039.643912037,42200.3200347222,42217,0,0,68116,67,42178.3991782407,NaN,NaN,67,42200.3200578704,48,42200.3200578704,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,3,3,2,2013,79967,NaN,NaN,8358,1268396,676388,427286,1944784,62728,2007512,-661317,NaN,NaN,2668829,2668829,2381697,126923,160209,0,23404185,1200462,22203723,NaN,NaN,NaN,NaN,NaN,NaN,NaN
566,91732,er-31779,53898,2014,2011,3,1,42039.643912037,42122.6840972222,42125,0,0,83142,NaN,42115.5364583333,NaN,NaN,58,42116.5171759259,51,42116.5171759259,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,0,NaN,NaN,0,2282128,486300,0,2768428,292721,3061149,-605377,NaN,NaN,3666526,3666526,3167230,242137,257159,1073818,11167562,2988726,8178836,NaN,NaN,NaN,NaN,NaN,NaN,NaN
567,90934,er-30742,53100,2013,2009,4,0,42039.643912037,42180.658599537,42186,0,0,82583,70,42179.6173726852,NaN,NaN,70,42180.6586226852,56,42180.6586226852,NaN,0,0,0,0,0,NaN,NaN,NaN,48,NaN,NaN,2,NaN,2,2013,NaN,NaN,NaN,0,1407012,197593,625,1604605,255644,1860249,219073,NaN,NaN,1641176,1641176,1108125,226781,306270,0,7775599,71397,7704202,NaN,NaN,NaN,NaN,NaN,NaN,NaN
568,90941,er-30749,53107,2014,2011,3,0,42039.643912037,42237.5286342593,42248,0,0,83023,67,42199.4547916667,NaN,NaN,67,42237.5287152778,48,42237.5287152778,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,4,4,2,2014,83125,NaN,NaN,406491,5649545,3307653,0,8957198,323032,9280230,206099,NaN,NaN,9074131,9074131,7411323,1273284,389524,0,10645450,4341963,6303487,NaN,NaN,NaN,NaN,NaN,NaN,NaN
569,91392,er-31378,53558,2014,2011,3,1,42039.643912037,42220.5375462963,42248,0,0,87100,69,42199.6640509259,NaN,NaN,69,42220.5376967593,58,42220.5376967593,NaN,1,1,1,1,2,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,156650,NaN,NaN,96235,4805793,767866,0,5573659,378098,5951757,423341,NaN,NaN,5528416,5528416,4548015,614071,366330,0,7232947,196834,7036113,NaN,NaN,NaN,NaN,NaN,NaN,NaN
570,91395,er-31384,53561,2014,2011,3,0,42039.643912037,42248.4464583333,42278,0,0,82670,70,42194.6182986111,NaN,NaN,70,42248.4469328704,58,42248.4469328704,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,188427,NaN,NaN,3412997,5810980,260826,0,6071806,2445951,8517757,143776,NaN,NaN,8373981,8373981,6989180,379377,1005424,0,4803068,737849,4065219,NaN,NaN,NaN,NaN,NaN,NaN,NaN
571,90705,er-30410,52871,2014,2011,3,0,42039.643912037,42241.616087963,42248,0,0,81604,70,42194.4149884259,NaN,NaN,70,42241.6161342593,58,42241.6161342593,NaN,1,1,0,0,1,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,95716,NaN,NaN,768326,2965842,1081113,245298,4046955,244674,4291629,-462658,NaN,NaN,4754287,4754287,3936302,428584,389401,0,15729590,3307241,12422349,NaN,NaN,NaN,NaN,NaN,NaN,NaN
572,90712,er-30419,52878,2013,2010,3,0,42039.643912037,42178.4808101852,42186,0,0,81606,69,42174.6752083333,NaN,NaN,69,42178.4809027778,48,42178.4809027778,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,22,22,2,2013,315100,NaN,NaN,81108,28186729,0,0,28186729,8472662,36659391,11992414,NaN,NaN,24666977,24666977,23095220,895921,675836,0,286828486,4255612,282572874,NaN,NaN,NaN,NaN,NaN,NaN,NaN
573,90225,er-32474,52389,2014,2011,3,0,42010.4522337963,42422.378287037,42430,0,0,NaN,NaN,42395.646099537,NaN,NaN,69,42422.3783217593,67,42422.3783217593,NaN,1,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,3,3,2,2014,120334,NaN,NaN,138032,1387558,516,495000,1388074,19796,1407870,449560,NaN,NaN,958310,958310,667570,169758,120982,0,1244802,299008,945794,NaN,NaN,NaN,NaN,NaN,NaN,NaN
574,90252,er-32480,52416,2014,2011,3,0,42010.4522337963,42454.6566782407,42461,0,0,NaN,73,42450.4047916667,NaN,NaN,73,42454.656712963,58,42454.656712963,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2,2014,74750,NaN,NaN,208106,1191123,438764,194058,1629887,-2584,1627303,246599,NaN,NaN,1380704,1380704,1143718,96645,140341,0,776602,110459,666143,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575,92327,er-30862,54493,2014,2011,3,0,42090.5422800926,42268.5396643519,42278,0,0,89257,69,42202.5477083333,NaN,NaN,69,42268.5396990741,58,42268.5396990741,NaN,1,1,0,1,0,NaN,NaN,NaN,49,NaN,NaN,29,29,2,2014,160000,NaN,NaN,0,1657918,4090149,0,5748067,2299211,8047278,1429402,NaN,NaN,6617876,6617876,5225754,950664,441458,0,8710626,476845,8233781,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576,92330,er-30874,54496,2014,2011,3,0,42090.5422800926,42242.6711805556,42248,0,0,83464,67,42202.6067592593,NaN,NaN,67,42230.4006712963,56,42230.4006712963,NaN,1,1,0,0,1,NaN,NaN,NaN,49,NaN,NaN,2,2,2,2014,71876,NaN,NaN,0,1380674,4587639,3905,5968313,448279,6416592,304824,NaN,NaN,6111768,6111768,5498766,511803,101199,0,16420736,834433,15586303,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577,90942,er-30754,53108,2013,2009,4,0,42039.643912037,42200.6879861111,42217,0,0,82588,70,42179.6263425926,NaN,NaN,70,42200.6887268519,56,42200.6887268519,NaN,0,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2013,201100,NaN,NaN,0,4189898,1316591,2062628,5506489,894741,6401230,560030,NaN,NaN,5841200,5841200,4804559,341619,695022,0,9473777,135057,9338720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
578,90943,er-30759,53109,2014,2010,4,0,42039.643912037,42235.613275463,42248,0,0,81335,70,42194.4486458333,NaN,NaN,70,42235.6132986111,48,42235.6132986111,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,3,3,2,2014,253558,NaN,NaN,116514,3733077,831627,431440,4564704,10493973,15058677,6917884,NaN,NaN,8140793,8140793,6572686,573233,994874,0,65806758,4854651,60952107,NaN,NaN,NaN,NaN,NaN,NaN,NaN
579,91735,er-31783,53901,2014,2011,3,0,42039.643912037,42094.7077083333,42095,0,0,87096,45,42083.3227430556,NaN,NaN,45,42087.6886111111,51,42087.6886111111,NaN,1,1,1,1,1,NaN,NaN,NaN,48,4254,NaN,16,16,2,2014,95853,NaN,NaN,697198,2565592,0,0,2565592,-20404,2545188,205845,NaN,NaN,2339343,2339343,1933580,277492,128271,0,1680236,329202,1351034,NaN,NaN,NaN,NaN,NaN,NaN,NaN
580,91736,er-31789,53902,2014,2011,3,0,42039.643912037,42200.3132523148,42217,0,0,73737,67,42172.6886574074,NaN,NaN,67,42200.3139583333,48,42200.3139583333,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,4,4,2,2014,146340,NaN,NaN,95000,1073786,330298,258636,1404084,97944,1502028,229001,NaN,NaN,1273027,1273027,872527,237158,163342,0,993334,6175,987159,NaN,NaN,NaN,NaN,NaN,NaN,NaN
581,92054,er-32317,54220,2014,2011,3,0,42039.643912037,42262.6338657407,42278,0,0,86027,70,42200.5968402778,NaN,NaN,70,42262.6340625,58,42262.6340625,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,86250,NaN,NaN,175110,2237157,387093,0,2624250,57867,2682117,742256,NaN,NaN,1939861,1939861,1666133,121768,151960,0,4902337,350510,4551827,NaN,NaN,NaN,NaN,NaN,NaN,NaN
582,92056,er-32328,54222,2014,2011,3,0,42039.643912037,42240.428275463,42248,0,0,86049,70,42200.6002893519,NaN,NaN,70,42240.4283333333,48,42240.4283333333,NaN,1,1,0,1,0,NaN,NaN,NaN,48,NaN,NaN,3,3,2,2014,100982,NaN,NaN,0,1416818,0,348234,1416818,888835,2305653,606927,NaN,NaN,1698726,1698726,1355860,137354,205512,0,18042729,957926,17084803,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583,91409,er-31396,53575,2014,2011,3,0,42039.643912037,42234.6762037037,42248,0,0,81767,70,42192.3852777778,NaN,NaN,70,42234.6765509259,58,42234.6765509259,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,29,29,2,2014,95123,NaN,NaN,0,1319336,0,0,1319336,495648,1814984,97209,NaN,NaN,1717775,1717775,1300636,283888,133251,0,4265696,138427,4127269,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584,91433,er-31421,53599,2014,2010,3.5,0,42039.643912037,42054.5435648148,42064,0,0,90347,10,42053.4979398148,NaN,NaN,10,42054.5444791667,51,42054.5444791667,NaN,1,1,1,1,1,NaN,NaN,NaN,48,3709,NaN,16,16,2,2014,115000,NaN,NaN,240250,1825089,0,64514,1825089,160434,1985523,-41357,NaN,NaN,2026880,2026880,1667717,248140,111023,0,2298337,262596,2035741,NaN,NaN,NaN,NaN,NaN,NaN,NaN
585,90713,er-30421,52879,2013,2010,3,0,42039.643912037,42192.5345138889,42217,0,0,82549,67,42178.4165856481,NaN,NaN,67,42192.534537037,48,42192.534537037,NaN,1,1,1,0,0,NaN,NaN,NaN,48,NaN,NaN,3,NaN,2,2013,332989,NaN,NaN,291635,9527098,671567,1124400,10198665,1414339,11613004,715906,NaN,NaN,10897098,10897098,7170094,2746126,980878,0,61330299,631420,60698879,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586,90717,er-30423,52883,2014,2011,3,0,42039.643912037,42222.6159722222,42248,0,0,82053,70,42194.4195949074,NaN,NaN,70,42222.6162037037,56,42222.6162037037,NaN,1,1,1,1,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2014,233877,NaN,NaN,0,8089920,1618787,0,9708707,35238745,44947452,20089824,NaN,NaN,24857628,24857628,20410654,2844005,1602969,0,468647123,3318031,465329092,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587,91445,er-31434,53611,2014,2011,3,0,42039.643912037,42192.3999074074,42248,0,0,81474,69,42192.399849537,NaN,NaN,69,42220.5920949074,56,42220.5920949074,NaN,1,1,0,0,0,NaN,NaN,NaN,48,NaN,NaN,16,16,2,2014,78971,NaN,NaN,20000,3573798,119018,0,3692816,-280530,3412286,161075,NaN,NaN,3251211,3251211,2412925,391510,446776,0,2737333,453613,2283720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
